"","Focal","Other","NN","QGr","Rr","LRr","Wr"
"1030","20","56","0",0.005,0.028,-0.055,-0.043
"1031","20","58","0",-0.003,0.038,-0.023,-0.051
"1032","20","59","0",-0.025,0.026,-0.033,-0.02
"1033","20","60","0",-0.109,0.04,-0.019,-0.11
"1034","20","66","0",0.018,0.046,-0.015,-0.022
"1035","20","67","0",-0.136,0.018,-0.052,-0.143
"1036","20","68","0",0.052,0.091,0.049,0.045
"1037","20","69","0",0.221,0.162,0.181,0.187
"1038","20","70","0",-0.08,0.02,-0.044,-0.071
"1039","20","71","0",-0.109,0.02,-0.048,-0.106
"1040","20","72","0",0.098,0.05,-0.008,0.027
"1041","20","73","0",0.052,0.033,-0.031,-0.059
"1042","20","74","0",0.047,0.035,-0.037,-0.049
"1043","20","75","0",0.018,0.026,-0.026,-0.022
"1044","20","76","0",-0.003,0.031,-0.034,-0.039
"1045","20","77","0",-0.022,0.017,-0.065,-0.054
"1046","20","78","0",-0.025,0.072,0.034,-0.01
"1047","20","79","0",-0.025,0.072,0.034,-0.01
"1048","20","80","0",0.023,0.047,-0.01,-0.018
"1049","20","81","0",0.076,0.075,0.03,0.067
"1050","20","82","0",0.103,0.089,0.051,0.036
"1051","20","83","0",-0.083,0.016,-0.055,-0.135
"1052","20","84","0",0.023,0.027,-0.039,-0.072
"1053","20","85","0",-0.03,0.074,0.028,-0.008
"1054","20","86","0",0.163,0.099,0.074,-0.011
"1055","20","2D","0",0.076,0.036,-0.026,-0.002
"1056","20","N1","0",-0.103,0.021,-0.059,-0.112
"1057","20","N2","0",-0.03,0.017,-0.053,-0.068
"1058","20","N6","0",0.05,0.07,0.024,0.034
"1059","20","N3","0",0.023,0.102,0.069,-0.003
"1060","20","N5","0",-0.083,0.015,-0.056,-0.113
"1061","20","N8","0",0.101,0.055,-0.014,0.052
"1062","21","23","0",0.097,0.055,-0.003,-0.026
"1063","21","24","0",0.006,0.05,-0.009,0.011
"1064","21","26","0",0.015,0.028,-0.016,-0.104
"1065","21","27","0",-0.054,0.037,-0.013,-0.018
"1066","21","28","0",0.248,0.084,0.013,0.087
"1067","21","29","0",0.186,0.068,0.007,0.172
"1068","21","30","0",-0.054,0.029,-0.017,-0.023
"1069","21","32","0",0.063,0.055,0,0.037
"1070","21","37","0",0.162,0.076,0.004,-0.012
"1071","21","39","0",0.033,0.03,-0.013,-0.01
"1072","21","40","0",-0.147,0.008,-0.026,-0.157
"1073","21","43","0",-0.153,0.023,-0.027,-0.117
"1074","21","45","0",-0.155,0.007,-0.029,-0.133
"1075","21","46","0",-0.004,0.044,-0.009,-0.059
"1076","21","47","0",-0.206,0.025,-0.02,-0.096
"1077","21","48","0",-0.11,0.019,-0.026,-0.051
"1078","21","49","0",0.097,0.042,-0.01,0.02
"1079","21","50","0",-0.206,0.003,-0.032,-0.215
"1080","21","51","0",-0.206,0.004,-0.031,-0.197
"1081","21","52","0",0.04,0.061,0.003,-0.032
"1082","21","53","0",-0.105,0.094,0.018,-0.033
"1083","21","54","0",-0.054,0.025,-0.019,-0.072
"1084","21","55","0",0.203,0.147,0.057,0.086
"1085","21","56","0",0.147,0.067,0.004,0.066
"1086","21","58","0",0.046,0.044,-0.009,-0.063
"1087","21","59","0",0.125,0.04,-0.008,0.063
"1088","21","60","0",-0.155,0.022,-0.021,-0.094
"1089","21","66","0",0.188,0.056,0.001,0.04
"1090","21","67","0",0.198,0.077,0.009,0.017
"1091","21","68","0",0.144,0.062,-0.001,0.098
"1092","21","69","0",0.015,0.055,-0.003,0.022
"1093","21","70","0",-0.088,0.011,-0.021,-0.096
"1094","21","71","0",0.046,0.054,-0.004,0.039
"1095","21","72","0",0.16,0.048,-0.003,0.022
"1096","21","73","0",-0.015,0.02,-0.026,-0.125
"1097","21","74","0",-0.024,0.018,-0.031,-0.053
"1098","21","75","0",0.223,0.049,0,0.073
"1099","21","76","0",0.046,0.033,-0.015,-0.004
"1100","21","77","0",0.16,0.047,-0.004,0.069
"1101","21","78","0",-0.248,-0.002,-0.027,-0.113
"1102","21","79","0",-0.312,-0.006,-0.033,-0.145
"1103","21","80","0",-0.201,0.005,-0.027,-0.172
"1104","21","81","0",-0.004,0.042,-0.01,0.039
"1105","21","82","0",-0.054,0.015,-0.025,-0.082
"1106","21","83","0",0.046,0.042,-0.01,-0.04
"1107","21","84","0",-0.255,-0.005,-0.032,-0.214
"1108","21","85","0",0.046,0.053,-0.004,0.085
"1109","21","86","0",-0.088,0.067,0.02,-0.09
"1110","21","2D","0",-0.039,0.022,-0.019,-0.066
"1111","21","N1","0",-0.187,0.007,-0.026,-0.079
"1112","21","N2","0",0.097,0.052,-0.005,0.031
"1113","21","N6","0",-0.155,0.014,-0.025,-0.122
"1114","21","N3","0",0.147,0.069,0.005,0.015
"1115","21","N5","0",-0.004,0.055,-0.003,-0.024
"1116","21","N8","0",0.121,0.07,-0.003,0.11
"1117","22","23","0",0.008,0.062,0.012,-0.035
"1118","22","24","0",0.022,0.047,-0.017,0.025
"1119","22","26","0",0.014,0.036,-0.043,-0.047
"1120","22","27","0",0.062,0.052,-0.004,0.056
"1121","22","28","0",0.035,0.044,-0.015,0.014
"1122","22","29","0",0.05,0.055,0.008,0.077
"1123","22","30","0",-0.02,0.053,-0.001,0.013
"1124","22","32","0",-0.077,0.016,-0.051,-0.052
"1125","22","37","0",0.033,0.073,0.021,0.059
"1126","22","39","0",0.043,0.051,0.004,0.011
"1127","22","40","0",0.039,0.034,-0.028,-0.044
"1128","22","43","0",-0.123,0.021,-0.048,-0.108
"1129","22","45","0",-0.156,0.036,-0.027,-0.161
"1130","22","46","0",-0.102,0.012,-0.063,-0.115
"1131","22","47","0",-0.102,0.035,-0.028,-0.057
"1132","22","48","0",-0.041,0.086,0.041,0.033
"1133","22","49","0",0.09,0.049,-0.009,0.042
"1134","22","50","0",-0.156,0.041,-0.02,-0.128
"1135","22","51","0",0.008,0.028,-0.039,-0.083
"1136","22","52","0",-0.078,0.027,-0.035,-0.073
"1137","22","53","0",-0.02,0.023,-0.047,-0.073
"1138","22","55","0",-0.024,0.074,0.026,-0.044
"1139","22","56","0",0.019,0.077,0.03,0.097
"1140","22","58","0",-0.102,0.005,-0.073,-0.131
"1141","22","59","0",0.083,0.059,0.014,0.119
"1142","22","60","0",-0.129,0.024,-0.045,-0.062
"1143","22","66","0",0.12,0.046,-0.015,0.068
"1144","22","67","0",-0.074,0.015,-0.059,-0.091
"1145","22","68","0",0.172,0.175,0.166,0.176
"1146","22","69","0",0.001,0.109,0.074,0.04
"1147","22","70","0",-0.108,0.003,-0.086,-0.108
"1148","22","71","0",0.09,0.09,0.054,0.061
"1149","22","72","0",0.226,0.099,0.077,0.215
"1150","22","73","0",-0.058,0.065,0.012,-0.042
"1151","22","74","0",-0.081,0.067,0.012,-0.015
"1152","22","75","0",0.19,0.081,0.05,0.178
"1153","22","76","0",-0.02,0.026,-0.042,0.007
"1154","22","77","0",0.226,0.102,0.082,0.246
"1155","22","78","0",-0.182,-0.001,-0.074,-0.123
"1156","22","79","0",-0.206,-0.004,-0.083,-0.147
"1157","22","80","0",-0.105,0.014,-0.057,-0.104
"1158","22","81","0",0.008,0.047,-0.01,0.024
"1159","22","82","0",-0.047,0.03,-0.037,-0.073
"1160","22","83","0",-0.156,0.004,-0.075,-0.16
"1161","22","84","0",-0.076,0.025,-0.041,-0.057
"1162","22","85","0",0.062,0.063,0.013,0.085
"1163","22","86","0",-0.213,-0.005,-0.083,-0.159
"1164","22","2D","0",0.097,0.054,0,0.092
"1165","22","N1","0",-0.133,0.042,-0.024,-0.015
"1166","22","N2","0",0.035,0.045,-0.014,0.007
"1167","22","N6","0",-0.02,0.032,-0.033,-0.053
"1168","22","N3","0",-0.074,0.015,-0.058,-0.08
"1169","22","N5","0",0.062,0.07,0.024,0.047
"1170","22","N8","0",0.135,0.081,0.023,0.117
"1171","23","24","0",-0.002,0.024,-0.022,-0.068
"1172","23","26","0",0.061,0.051,-0.007,-0.062
"1173","23","27","0",-0.039,0.011,-0.024,-0.113
"1174","23","28","0",0.069,0.033,-0.012,-0.032
"1175","23","29","0",0.127,0.264,0.114,0.183
"1176","23","30","0",-0.111,0.003,-0.029,-0.161
"1177","23","32","0",-0.118,-0.004,-0.03,-0.182
"1178","23","37","0",0.023,0.021,-0.014,-0.078
"1179","23","39","0",-0.059,0.026,-0.01,-0.107
"1180","23","40","0",-0.046,0.006,-0.025,-0.133
"1181","23","43","0",-0.206,-0.011,-0.036,-0.249
"1182","23","45","0",-0.003,0.022,-0.018,-0.078
"1183","23","46","0",0.033,0.027,-0.015,-0.049
"1184","23","47","0",-0.075,0.031,-0.013,-0.116
"1185","23","48","0",0.089,0.102,0.022,0.04
"1186","23","49","0",-0.039,0.014,-0.023,-0.115
"1187","23","50","0",-0.003,0.024,-0.017,-0.1
"1188","23","51","0",-0.003,0.026,-0.016,-0.102
"1189","23","52","0",0.118,0.043,-0.004,0.004
"1190","23","53","0",-0.039,0.013,-0.023,-0.108
"1191","23","54","0",0.069,0.038,-0.009,-0.035
"1192","23","56","0",0.167,0.234,0.093,0.198
"1193","23","58","0",0.104,0.042,-0.007,0.009
"1194","23","59","0",0.037,0.156,0.058,0.028
"1195","23","60","0",-0.147,0.16,0.059,-0.203
"1196","23","66","0",0.093,0.096,0.021,0.018
"1197","23","67","0",-0.003,0.111,0.032,-0.081
"1198","23","68","0",0.043,0.055,0,0.016
"1199","23","69","0",0,0.051,-0.002,-0.029
"1200","23","70","0",-0.052,0.009,-0.032,-0.078
"1201","23","71","0",-0.003,0.044,-0.006,-0.03
"1202","23","72","0",-0.002,0.012,-0.02,-0.105
"1203","23","73","0",0.135,0.051,-0.002,0.014
"1204","23","74","0",0.113,0.053,-0.003,0.002
"1205","23","75","0",0.002,0.029,-0.007,-0.052
"1206","23","76","0",0.033,0.143,0.049,0.019
"1207","23","77","0",0.048,0.054,-0.001,-0.011
"1208","23","78","0",-0.132,-0.011,-0.03,-0.207
"1209","23","79","0",-0.118,-0.004,-0.03,-0.182
"1210","23","80","0",-0.085,0.006,-0.024,-0.16
"1211","23","81","0",-0.039,0.033,-0.012,-0.059
"1212","23","82","0",0.104,0.09,0.02,0.04
"1213","23","83","0",-0.039,0.019,-0.019,-0.129
"1214","23","84","0",0.032,0.027,-0.014,-0.072
"1215","23","85","0",-0.003,0.044,-0.006,-0.03
"1216","23","86","0",-0.03,0.006,-0.019,-0.126
"1217","23","2D","0",-0.007,0.016,-0.019,-0.088
"1218","23","N1","0",-0.043,0.021,-0.018,-0.134
"1219","23","N2","0",0.033,0.029,-0.014,-0.025
"1220","23","N6","0",-0.075,0.013,-0.023,-0.136
"1221","23","N3","0",-0.003,0.017,-0.021,-0.09
"1222","23","N5","0",-0.075,0.007,-0.026,-0.131
"1223","23","N8","0",0.153,0.097,0.022,0.139
"1224","24","26","0",-0.098,0.018,-0.043,-0.14
"1225","24","27","0",0.243,0.172,0.123,0.283
"1226","24","28","0",0.083,0.054,-0.006,0.05
"1227","24","29","0",-0.057,0.009,-0.037,-0.051
"1228","24","30","0",-0.109,0.033,-0.03,-0.049
"1229","24","32","0",0.238,0.201,0.157,0.287
"1230","24","37","0",0.021,0.069,0.004,0.022
"1231","24","39","0",-0.039,0.015,-0.032,-0.091
"1232","24","40","0",0.156,0.089,0.066,0.11
"1233","24","43","0",-0.199,0.037,-0.027,-0.072
"1234","24","45","0",-0.045,0.042,-0.019,-0.025
"1235","24","46","0",-0.077,0.015,-0.049,-0.114
"1236","24","47","0",-0.109,0.042,-0.02,-0.059
"1237","24","48","0",0.016,0.077,0.011,0.049
"1238","24","49","0",-0.045,0.028,-0.035,-0.035
"1239","24","50","0",-0.045,0.073,0.014,-0.058
"1240","24","51","0",-0.077,0.023,-0.04,-0.105
"1241","24","52","0",-0.038,0.024,-0.033,-0.052
"1242","24","53","0",-0.045,0.024,-0.039,-0.07
"1243","24","54","0",0.019,0.034,-0.029,-0.023
"1244","24","55","0",0.007,0.063,0.001,-0.005
"1245","24","58","0",-0.013,0.024,-0.039,-0.068
"1246","24","59","0",0.009,0.034,-0.022,0.024
"1247","24","60","0",-0.206,0.023,-0.04,-0.099
"1248","24","66","0",0.201,0.078,0.015,0.183
"1249","24","67","0",0.083,0.12,0.066,0.135
"1250","24","68","0",0.089,0.047,-0.016,0.084
"1251","24","69","0",-0.024,0.034,-0.022,-0.035
"1252","24","70","0",-0.11,0.009,-0.104,-0.097
"1253","24","71","0",-0.142,0.018,-0.046,-0.086
"1254","24","72","0",0.218,0.109,0.12,0.223
"1255","24","73","0",0.049,0.058,-0.015,-0.013
"1256","24","74","0",0.099,0.075,0.005,0.121
"1257","24","75","0",0.102,0.049,0,0.08
"1258","24","76","0",0.115,0.065,0.005,0.123
"1259","24","77","0",0.077,0.046,-0.046,0.046
"1260","24","78","0",-0.239,-0.007,-0.135,-0.198
"1261","24","79","0",-0.22,-0.003,-0.062,-0.168
"1262","24","80","0",-0.12,0.021,-0.089,-0.104
"1263","24","81","0",-0.077,0.02,-0.044,-0.033
"1264","24","82","0",0.051,0.054,-0.006,0.03
"1265","24","83","0",-0.077,0.064,0.005,-0.093
"1266","24","84","0",-0.051,0.036,-0.055,-0.098
"1267","24","85","0",-0.077,0.029,-0.034,-0.023
"1268","24","86","0",0.191,0.112,0.037,0.141
"1269","24","2D","0",0.225,0.161,0.23,0.231
"1270","24","N1","0",-0.269,-0.001,-0.062,-0.204
"1271","24","N2","0",0.051,0.062,0.003,0.064
"1272","24","N6","0",-0.109,0.025,-0.038,-0.09
"1273","24","N3","0",-0.045,0.019,-0.045,-0.07
"1274","24","N5","0",-0.109,0.045,-0.016,-0.093
"1275","24","N8","0",0.089,0.046,-0.017,0.071
"1276","26","27","0",-0.083,0.018,-0.069,-0.14
"1277","26","28","0",-0.019,0.031,-0.048,-0.1
"1278","26","29","0",0.089,0.048,-0.011,0.012
"1279","26","30","0",0.046,0.06,-0.005,-0.023
"1280","26","32","0",-0.019,0.045,-0.027,-0.07
"1281","26","37","0",-0.273,0.018,-0.315,-0.265
"1282","26","39","0",0.084,0.172,0.159,0.031
"1283","26","40","0",-0.179,-0.004,-0.092,-0.264
"1284","26","43","0",-0.136,0.141,0.145,-0.102
"1285","26","45","0",-0.213,0.002,-0.094,-0.258
"1286","26","46","0",-0.148,0.01,-0.082,-0.201
"1287","26","47","0",-0.213,0.004,-0.092,-0.268
"1288","26","48","0",-0.015,0.058,-0.029,-0.064
"1289","26","49","0",0.208,0.192,0.201,0.222
"1290","26","50","0",-0.083,0.025,-0.058,-0.172
"1291","26","51","0",0.176,0.074,0.018,0.046
"1292","26","52","0",0.11,0.058,0.001,0.028
"1293","26","53","0",-0.083,0.021,-0.064,-0.131
"1294","26","54","0",0.111,0.063,0,0.008
"1295","26","55","0",0.246,0.107,0.079,0.127
"1296","26","56","0",-0.019,0.034,-0.044,-0.062
"1297","26","58","0",0.046,0.101,0.06,0.008
"1298","26","59","0",0.046,0.156,0.146,0.075
"1299","26","60","0",-0.148,0.025,-0.058,-0.211
"1300","26","66","0",-0.019,0.031,-0.048,-0.1
"1301","26","67","0",-0.019,0.04,-0.035,-0.083
"1302","26","68","0",-0.094,0.027,-0.079,-0.133
"1303","26","69","0",-0.083,0.025,-0.058,-0.15
"1304","26","70","0",0.059,0.114,0.064,0.021
"1305","26","71","0",0.046,0.057,-0.008,-0.006
"1306","26","72","0",-0.028,0.023,-0.055,-0.141
"1307","26","73","0",-0.019,0.049,-0.036,-0.132
"1308","26","74","0",0.159,0.194,0.181,0.084
"1309","26","75","0",0.03,0.029,-0.038,-0.045
"1310","26","76","0",-0.019,0.084,0.033,-0.04
"1311","26","77","0",-0.028,0.087,0.033,-0.069
"1312","26","78","0",-0.103,0.022,-0.057,-0.142
"1313","26","79","0",-0.148,0.011,-0.08,-0.197
"1314","26","80","0",-0.066,0.096,0.045,-0.089
"1315","26","81","0",-0.083,0.023,-0.062,-0.117
"1316","26","82","0",0.176,0.23,0.26,0.128
"1317","26","83","0",0.111,0.075,0.02,0.006
"1318","26","84","0",-0.028,0.033,-0.041,-0.141
"1319","26","85","0",0.046,0.051,-0.017,0.031
"1320","26","86","0",-0.321,-0.02,-0.132,-0.37
"1321","26","2D","0",0.048,0.042,-0.029,-0.051
"1322","26","N1","0",0.111,0.077,0.022,0.038
"1323","26","N2","0",0.176,0.076,0.02,0.109
"1324","26","N3","0",-0.148,0.005,-0.089,-0.209
"1325","26","N5","0",-0.019,0.044,-0.029,-0.075
"1326","26","N8","0",0.076,0.063,-0.009,0.019
"1327","27","28","0",0.155,0.093,0.067,0.107
"1328","27","29","0",-0.008,0.052,0.005,0.027
"1329","27","30","0",-0.19,0.004,-0.088,-0.146
"1330","27","32","0",0.05,0.1,0.091,0.079
"1331","27","37","0",-0.069,0.032,-0.05,-0.082
"1332","27","39","0",-0.046,0.009,-0.066,-0.085
"1333","27","40","0",0.128,0.05,-0.009,-0.002
"1334","27","43","0",-0.217,0.025,-0.05,-0.104
"1335","27","45","0",-0.156,0.008,-0.08,-0.144
"1336","27","46","0",-0.018,0.049,-0.009,-0.022
"1337","27","47","0",-0.052,0.058,0.007,0.015
"1338","27","48","0",0.027,0.077,0.036,0.017
"1339","27","49","0",0.017,0.05,-0.008,0.032
"1340","27","50","0",-0.121,0.068,0.025,-0.078
"1341","27","51","0",-0.052,0.017,-0.065,-0.099
"1342","27","52","0",-0.084,0.011,-0.069,-0.103
"1343","27","53","0",0.017,0.046,-0.014,-0.021
"1344","27","54","0",0.155,0.069,0.026,0.068
"1345","27","55","0",-0.179,0,-0.09,-0.181
"1346","27","56","0",0.088,0.062,0.004,0.036
"1347","27","59","0",0.087,0.053,0.006,0.11
"1348","27","60","0",-0.294,-0.004,-0.102,-0.186
"1349","27","66","0",0.244,0.076,0.04,0.16
"1350","27","67","0",0.051,0.122,0.117,0.07
"1351","27","68","0",0.085,0.032,-0.039,0.014
"1352","27","69","0",-0.101,0.012,-0.073,-0.122
"1353","27","70","0",-0.083,0.024,-0.055,-0.091
"1354","27","71","0",-0.087,0.024,-0.053,-0.063
"1355","27","72","0",0.271,0.104,0.123,0.165
"1356","27","73","0",0.05,0.088,0.062,-0.022
"1357","27","74","0",0.006,0.079,0.031,-0.013
"1358","27","75","0",0.077,0.024,-0.045,0.011
"1359","27","76","0",0.051,0.03,-0.043,-0.017
"1360","27","77","0",0.156,0.042,-0.031,0.065
"1361","27","78","0",-0.273,-0.007,-0.125,-0.168
"1362","27","79","0",-0.251,-0.004,-0.099,-0.147
"1363","27","80","0",0.054,0.11,0.116,0.079
"1364","27","81","0",-0.087,0.011,-0.076,-0.069
"1365","27","82","0",0.017,0.027,-0.048,-0.038
"1366","27","83","0",-0.19,0.019,-0.062,-0.156
"1367","27","84","0",-0.02,0.027,-0.057,-0.093
"1368","27","85","0",-0.052,0.026,-0.05,-0.022
"1369","27","86","0",0.053,0.077,0.04,0.039
"1370","27","2D","0",0.314,0.143,0.184,0.214
"1371","27","N1","0",-0.269,0.028,-0.05,-0.081
"1372","27","N2","0",0.051,0.06,0.011,0.04
"1373","27","N6","0",-0.052,0.038,-0.028,-0.023
"1374","27","N3","0",-0.052,0.014,-0.07,-0.075
"1375","27","N5","0",-0.018,0.075,0.036,-0.013
"1376","27","N8","0",0.112,0.041,-0.031,0.03
"1377","28","29","0",-0.047,0.015,-0.053,-0.048
"1378","28","30","0",-0.019,0.064,0.015,0.039
"1379","28","32","0",-0.1,0.03,-0.031,-0.079
"1380","28","37","0",0.065,0.056,0.001,0.013
"1381","28","39","0",-0.055,0.009,-0.048,-0.085
"1382","28","40","0",-0.026,0.027,-0.039,-0.046
"1383","28","43","0",-0.207,0.004,-0.071,-0.163
"1384","28","45","0",-0.044,0.086,0.049,-0.055
"1385","28","46","0",0.055,0.064,0.015,0.057
"1386","28","47","0",-0.068,0.045,-0.014,-0.024
"1387","28","48","0",-0.017,0.032,-0.059,-0.03
"1388","28","49","0",0.154,0.124,0.107,0.211
"1389","28","50","0",-0.142,0.005,-0.076,-0.157
"1390","28","51","0",-0.093,0.014,-0.062,-0.121
"1391","28","52","0",0.016,0.023,-0.041,-0.055
"1392","28","53","0",-0.093,0.026,-0.043,-0.093
"1393","28","54","0",0.08,0.111,0.087,0.06
"1394","28","55","0",-0.076,0.015,-0.056,-0.113
"1395","28","56","0",0.087,0.057,-0.004,0.036
"1396","28","58","0",0.08,0.053,-0.003,0.003
"1397","28","59","0",0.036,0.038,-0.019,0.06
"1398","28","60","0",-0.192,0.016,-0.058,-0.121
"1399","28","66","0",0.267,0.143,0.121,0.251
"1400","28","67","0",0.055,0.138,0.128,0.067
"1401","28","68","0",0.055,0.038,-0.025,0.029
"1402","28","69","0",-0.048,0.036,-0.033,-0.05
"1403","28","70","0",-0.02,0.033,-0.026,0.004
"1404","28","71","0",-0.068,0.026,-0.044,-0.053
"1405","28","72","0",0.189,0.077,0.028,0.145
"1406","28","73","0",0.028,0.026,-0.037,-0.055
"1407","28","74","0",0.036,0.032,-0.035,-0.027
"1408","28","75","0",0.086,0.035,-0.013,0.054
"1409","28","76","0",0.055,0.041,-0.021,0.047
"1410","28","77","0",0.112,0.042,-0.016,0.065
"1411","28","78","0",-0.15,0.014,-0.05,-0.109
"1412","28","79","0",-0.128,0.019,-0.047,-0.09
"1413","28","80","0",0.002,0.063,0.013,0.039
"1414","28","81","0",-0.044,0.031,-0.035,-0.005
"1415","28","82","0",0.055,0.045,-0.014,0.041
"1416","28","83","0",-0.044,0.047,-0.011,-0.028
"1417","28","84","0",-0.109,0.006,-0.069,-0.133
"1418","28","85","0",-0.019,0.095,0.062,0.034
"1419","28","86","0",0.004,0.079,0.03,-0.057
"1420","28","2D","0",0.002,0.027,-0.039,-0.018
"1421","28","N1","0",-0.131,0.065,0.014,-0.045
"1422","28","N2","0",0.105,0.1,0.07,0.13
"1423","28","N6","0",-0.093,0.025,-0.045,-0.07
"1424","28","N3","0",0.08,0.068,0.021,0.079
"1425","28","N8","0",0.11,0.055,-0.012,0.079
"1426","29","30","0",0.044,0.032,-0.008,-0.02
"1427","29","32","0",0.002,0.028,-0.01,-0.015
"1428","29","37","0",-0.2,-0.014,-0.05,-0.171
"1429","29","39","0",0.069,0.047,-0.001,0.041
"1430","29","40","0",-0.114,-0.005,-0.023,-0.137
"1431","29","43","0",-0.116,0.015,-0.05,-0.091
"1432","29","45","0",-0.163,-0.007,-0.028,-0.163
"1433","29","46","0",-0.163,-0.007,-0.028,-0.163
"1434","29","47","0",0.044,0.043,-0.003,0.063
"1435","29","48","0",0.021,0.023,-0.012,-0.028
"1436","29","49","0",0.002,0.021,-0.014,-0.048
"1437","29","50","0",-0.246,-0.016,-0.033,-0.239
"1438","29","51","0",0.002,0.016,-0.016,-0.093
"1439","29","52","0",-0.087,-0.002,-0.022,-0.118
"1440","29","53","0",0.002,0.058,0.005,0.027
"1441","29","54","0",0.044,0.057,0.005,0.03
"1442","29","55","0",0.069,0.043,-0.009,0.011
"1443","29","56","0",0.076,0.063,0.003,0.131
"1444","29","58","0",-0.08,0.005,-0.022,-0.106
"1445","29","60","0",-0.039,0.022,-0.013,-0.051
"1446","29","66","0",0.016,0.025,-0.015,-0.033
"1447","29","67","0",0.002,0.035,-0.007,-0.048
"1448","29","68","0",0.069,0.056,0.009,0.112
"1449","29","69","0",0.127,0.06,0.006,0.06
"1450","29","70","0",-0.027,0.002,-0.016,-0.062
"1451","29","71","0",-0.08,0.026,-0.011,-0.031
"1452","29","72","0",0.171,0.106,0.019,0.12
"1453","29","73","0",-0.169,-0.002,-0.063,-0.129
"1454","29","74","0",-0.045,0.016,-0.018,-0.037
"1455","29","75","0",0.101,0.039,-0.001,0.047
"1456","29","76","0",0.002,0.022,-0.014,-0.015
"1457","29","77","0",0.04,0.052,-0.002,0.067
"1458","29","78","0",-0.07,0.005,-0.018,-0.087
"1459","29","79","0",-0.122,0,-0.025,-0.127
"1460","29","80","0",0.106,0.068,0.01,0.048
"1461","29","81","0",0.002,0.04,-0.004,0.055
"1462","29","82","0",0.044,0.02,-0.015,-0.02
"1463","29","83","0",0.085,0.045,-0.002,-0.017
"1464","29","84","0",-0.114,-0.005,-0.023,-0.137
"1465","29","85","0",0.002,0.041,-0.004,0.049
"1466","29","86","0",-0.426,-0.003,-0.236,-0.217
"1467","29","2D","0",0.062,0.019,-0.012,-0.038
"1468","29","N1","0",-0.045,0.025,-0.014,-0.037
"1469","29","N2","0",0.085,0.029,-0.01,0.01
"1470","29","N6","0",0.085,0.029,-0.01,0.01
"1471","29","N3","0",0.002,0.028,-0.01,-0.048
"1472","29","N5","0",-0.08,0.054,0.003,-0.031
"1473","29","N8","0",0.069,0.048,-0.002,0.072
"1474","30","32","0",0.133,0.097,0.089,0.146
"1475","30","39","0",0.006,0.019,-0.064,-0.056
"1476","30","40","0",-0.057,0.041,-0.025,-0.035
"1477","30","43","0",0.015,0.045,-0.021,-0.011
"1478","30","45","0",-0.13,0.048,-0.012,-0.069
"1479","30","46","0",-0.13,0.018,-0.069,-0.099
"1480","30","47","0",-0.07,0.107,0.1,-0.008
"1481","30","48","0",-0.128,0.043,-0.034,0.015
"1482","30","49","0",0.14,0.073,0.035,0.08
"1483","30","50","0",-0.161,0.003,-0.098,-0.161
"1484","30","51","0",-0.04,0.021,-0.064,-0.104
"1485","30","52","0",-0.141,0.005,-0.089,-0.12
"1486","30","53","0",-0.1,0.018,-0.07,-0.1
"1487","30","54","0",-0.1,0.014,-0.077,-0.124
"1488","30","55","0",0.239,0.075,0.036,0.091
"1489","30","56","0",-0.023,0.044,-0.028,0.038
"1490","30","58","0",-0.191,-0.002,-0.107,-0.172
"1491","30","59","0",0.041,0.044,-0.012,0.005
"1492","30","60","0",0.14,0.091,0.07,0.135
"1493","30","66","0",-0.074,0.02,-0.061,-0.087
"1494","30","67","0",0.11,0.057,0.004,0.029
"1495","30","68","0",-0.022,0.039,-0.032,0.01
"1496","30","69","0",0.129,0.088,0.058,0.099
"1497","30","70","0",-0.025,0.056,0.007,0.029
"1498","30","71","0",-0.01,0.065,0.02,0.008
"1499","30","72","0",0.157,0.09,0.06,0.163
"1500","30","73","0",-0.166,0.008,-0.089,-0.142
"1501","30","74","0",-0.075,0.024,-0.075,-0.06
"1502","30","75","0",0.176,0.065,0.039,0.149
"1503","30","76","0",0.02,0.055,0.001,0.066
"1504","30","77","0",-0.057,0.029,-0.043,-0.038
"1505","30","78","0",-0.002,0.049,0,-0.007
"1506","30","79","0",-0.081,0.032,-0.034,-0.084
"1507","30","80","0",0.074,0.079,0.048,0.066
"1508","30","81","0",0.08,0.064,0.019,0.041
"1509","30","82","0",0.05,0.078,0.045,0.055
"1510","30","83","0",0.23,0.092,0.072,0.136
"1511","30","84","0",-0.156,0.024,-0.057,-0.097
"1512","30","85","0",-0.01,0.031,-0.045,-0.009
"1513","30","86","0",-0.166,0.016,-0.068,-0.13
"1514","30","2D","0",-0.024,0.032,-0.041,-0.012
"1515","30","N1","0",0.003,0.032,-0.04,-0.043
"1516","30","N2","0",0.02,0.051,-0.007,0.036
"1517","30","N6","0",0.02,0.046,-0.016,-0.024
"1518","30","N3","0",-0.04,0.037,-0.033,-0.056
"1519","30","N5","0",-0.01,0.041,-0.025,0.009
"1520","30","N8","0",-0.047,0.115,0.09,-0.01
"1521","32","37","0",-0.051,0.009,-0.044,-0.105
"1522","32","39","0",0.008,0.023,-0.045,-0.062
"1523","32","40","0",0.003,0.031,-0.024,-0.071
"1524","32","43","0",0.067,0.055,0.006,-0.007
"1525","32","45","0",-0.15,0.004,-0.066,-0.136
"1526","32","46","0",-0.15,0.008,-0.06,-0.183
"1527","32","47","0",-0.102,0.025,-0.036,-0.107
