population	pop	plant	seed	flower	measdate	Shootthickness	Stemthickness	GAD	ASD	Adepth	Awidth	GSDR	GSDC	GSDL	nMalesR	nMalesC	nMalesL	GWTot	GHR	GHL	GNR	GNL	SWR	SWC	SWL	SLR	Srrs	SLC	Scrs	SLL	Slrs	UBR	UBC	UBL	UBW	LBR	LBC	LBL	LBW																																																																																																																																																																																																																							
PM	Puerto_Morelos_	11	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
PM	Puerto_Morelos_	11	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
PM	Puerto_Morelos_	11	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
PM	Puerto_Morelos_	16	3	2	24.11.2008	NA	NA	5.5	3.87	1.01	2.68	3.79	4.34	3.7	3	3	3	6.25	3.35	2.66	16	18	1.12	1.39	1.19	4.62	1.99	4.37	2.28	4.38	2.13	15.94	17.26	16.38	17.63	15.97	16.89	15.75	16.16																																																																																																																																																																																																																							
PM	Puerto_Morelos_	16	3	1	24.11.2008	NA	NA	5.72	3.62	1.37	2.77	4.46	5.74	5.15	3	4	4	6.29	2.98	3.1	15	16	1.4	1.74	1.42	5.63	2.43	6.1	2.84	5.82	2.93	20.28	21.58	19.92	23.08	19.26	22.25	19.32	23.04																																																																																																																																																																																																																							
PM	Puerto_Morelos_	17	2	1	20.10.2008	NA	NA	5.98	3.52	1.23	2.27	4.14	5.28	5.4	3	3	3	7.67	3.51	3.71	15	15	1.66	1.65	1.68	7.36	1.91	7.48	2.11	7.1	2.63	20.49	22.71	20.58	23.94	21.03	24.05	21.7	24.33																																																																																																																																																																																																																							
PM	Puerto_Morelos_	17	2	2	08.12.2008	NA	NA	5.16	3.03	1.19	2.71	3.88	5.52	3.88	3	3	3	7.12	3.18	3.14	13	13	1.53	1.58	1.47	6.01	1.61	6.31	1.78	6.04	1.74	16.77	17.74	17.08	19.61	17.94	20.34	17.86	20.48																																																																																																																																																																																																																							
PM	Puerto_Morelos_	18	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
PM	Puerto_Morelos_	18	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
PM	Puerto_Morelos_	18	4	2	06.05.2009	NA	NA	6.29	2.74	0.91	2.04	5.57	6.03	5.41	3	3	3	7.43	3.67	3.79	19	17	1.96	2.5	2.13	7.33	2.76	8.06	2.64	7.71	2.51	24.69	27.93	24.43	26.5	24.11	30.99	25.66	28.27																																																																																																																																																																																																																							
PM	Puerto_Morelos_	18	4	1	05.03.2009	NA	NA	6.4	2.6	0.84	2.34	4.63	5.86	3.74	3	3	3	5.56	2.3	2.69	14	14	1.19	1.51	1.11	5.35	1.75	6.3	1.77	5.31	1.42	17.5	19.83	17.81	20.64	18.38	23.83	20.1	21.19																																																																																																																																																																																																																							
PM	Puerto_Morelos_	21	2	1	22.10.2008	NA	NA	6.05	3.62	0.78	2.78	4.73	5.88	4.79	3	3	3	7.27	3.99	3.78	19	21	1.79	2.48	1.97	7.47	3.3	8.24	3.08	7.56	3.24	25.49	28.13	24.93	29.32	25.42	30.13	24.65	32.37																																																																																																																																																																																																																							
PM	Puerto_Morelos_	21	2	2	30.10.2008	NA	NA	6.21	3.56	0.94	2.82	5.35	6.22	4.69	3	3	3	6.88	3.06	3.23	15	15	1.59	2.01	1.73	6.84	2.81	7.7	3.82	6.82	2.68	22.98	25.31	23.3	27.03	23.85	26.89	22.97	29.02																																																																																																																																																																																																																							
S	Santa_Elena	1	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
S	Santa_Elena	1	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
S	Santa_Elena	1	3	1	22.10.2008	NA	NA	2.63	0	0.78	1.74	2.81	3.24	3.41	3	3	3	4.25	1.89	2.18	9	9	0.92	0.98	0.99	6.48	1.94	6.46	2.33	6.64	1.68	11.49	14.13	12.38	15.02	14.57	15.95	13.71	15.65																																																																																																																																																																																																																							
S	Santa_Elena	1	3	2	05.03.2009	NA	NA	3.28	0.48	0.92	2.04	4.06	3.86	4.28	3	2	3	5.06	2.8	2.44	10	9	0.94	0.92	0.94	8.13	2.23	7.59	1.83	8.1	1.86	15.71	18.09	16.07	19.19	17.55	20.82	17.63	20.44																																																																																																																																																																																																																							
S	Santa_Elena	1	5	1	10.12.2008	NA	NA	2.78	0.77	0.87	2.03	3.51	5	4.64	3	2	2	4.67	1.73	1.89	8	9	0.89	0.93	0.87	7.17	2.47	7.22	2.57	7.15	2.46	14.88	17.68	15.54	17.27	15.52	18.36	15.49	17.73																																																																																																																																																																																																																							
S	Santa_Elena	1	5	2	19.01.2009	NA	NA	3.67	2.53	1.15	2.22	7.05	6.83	6.7	1	2	1	5.78	2.77	2.74	7	8	1.06	1.17	1.05	8.96	2.78	9.08	2.97	9.38	2.73	18.49	21.94	19.05	22.46	20.73	24.25	20.69	24																																																																																																																																																																																																																							
S	Santa_Elena	1	7	2	16.02.2009	NA	NA	3.76	0	0.88	1.87	4.91	4.54	5.29	1	2	3	4.7	2.08	1.8	7	5	1.1	1.01	0.91	7.44	2.98	7.26	2.05	7.25	2.37	16.13	17.67	15.88	18.31	17.44	19.79	18.11	20.76																																																																																																																																																																																																																							
S	Santa_Elena	1	7	1	10.11.2008	NA	NA	3.94	0	1.05	2.24	4.51	5	4.42	3	3	3	5.59	2.26	2.52	9	10	1.49	1.46	1.42	8.48	3.26	8.78	3.54	8.77	2.94	16.75	20.13	17.05	20.54	18.21	21.4	17.37	22.6																																																																																																																																																																																																																							
S	Santa_Elena	1	8	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
S	Santa_Elena	1	8	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
S	Santa_Elena	3	1	1	10.12.2008	NA	NA	2.82	2.45	0.99	1.91	5.2	6.26	4.42	1	2	2	4.71	2.27	2.38	7	7	1.07	1	1.25	8.26	2.74	8.08	2.73	8.6	2.9	14.28	16.11	13.59	15.85	15.65	16.77	15.04	16.43																																																																																																																																																																																																																							
S	Santa_Elena	3	1	2	17.02.2009	NA	NA	2.43	0	0.64	2.03	5.44	4.56	5.06	3	3	3	0.54	2.08	2.12	9	9	1.29	0.22	0.89	8.68	2.87	8.73	2.9	8.5	3.43	17.73	21.37	18.16	19.93	18.07	23.71	19.51	21.39																																																																																																																																																																																																																							
S	Santa_Elena	3	3	2	11.09.2008	NA	NA	2.95	1.36	NA	NA	4.19	4.52	4.39	2	1	2	4.64	1.79	1.98	8	7	0.84	0.88	0.95	6.52	NA	6.24	NA	6.72	NA	11.97	14.06	12.21	13.72	13	14.8	13.51	15.3																																																																																																																																																																																																																							
S	Santa_Elena	3	3	1	09.09.2008	NA	NA	3.02	0.78	NA	NA	4.42	4.27	5.26	2	2	3	5.62	2.09	2	NA	NA	1.35	1.33	1.32	7.68	NA	7.39	NA	7.57	NA	16.7	19.29	16.16	19.79	16.34	20.19	17.27	20.32																																																																																																																																																																																																																							
S	Santa_Elena	3	4	2	15.09.2008	NA	NA	2.79	3	NA	NA	6.39	6.78	6.16	2	1	1	6.15	2.63	2.78	8	9	1.37	1.33	1.26	8.5	NA	8.7	NA	8.78	NA	15.99	18.07	15.41	18.61	17.12	19.59	16.91	20.16																																																																																																																																																																																																																							
