ind.,germ. Date,Dam ,sire,famdam,inddam,famsire,indsire,diallel block,stage,flower,meas date,date,GSDL,GSDC,GSDR,GAD,ASD,GWL,GWR,GWTot,GHL,GHR,SWL,SWC,SWR,UBL,UBC,UBR,UBW,LBL,LBC,LBR,LBW,nbre stam fl,st. fl. C,st. fl. R.,color,Self 0=no/1=yes,Cot1,Cot2,age(days),rem
51367,9/26/1999,21.10.175,76.10.197,21,10175,76,10197,8,3,1,3/15/2000,109,4.9,5.87,4.77,5.85,2.8,3.71,3.85,7.15,3.48,3.57,1.97,1.85,1.9,16.92,19.64,17.52,22.67,18.35,21.59,18.23,21.98,3,3,3,2,0,12.62,12.69,13,
51367,9/26/1999,21.10.175,76.10.197,21,10175,76,10197,8,2,2,3/23/2000,117,4.69,5.48,4.94,4.81,2.49,3.59,3.54,6.73,3.56,3.2,1.64,1.81,1.57,16.51,17.18,15.52,20.8,16.93,20.86,16.83,21.64,3,3,3,2,0,,,,
51368,9/26/1999,8.10.071,8.10.071,8,10071,8,10071,8,1,1,2/8/2000,73,4.4,5.54,4.41,4.88,5.49,3.75,3.89,6.9,3.2,3.06,1.46,1.45,1.58,18.52,23.69,19.57,25.54,22.89,27.49,22.28,27.66,3,3,3,3,1,13.06,13.79,13,
51368,9/26/1999,8.10.071,8.10.071,8,10071,8,10071,8,1,2,2/9/2000,74,5.7,6.93,5.33,4.66,5.44,3.42,3.5,6.56,3.48,3.45,1.49,1.49,1.44,20.32,23.19,20.01,25.14,22,27.25,21.42,29.53,3,3,3,4,1,,,,
51370,9/26/1999,44.10.118,44.10.118,44,10118,44,10118,9,1,1,3/9/2000,103,3.37,4.64,3.87,5.25,4.31,3.12,3.68,6.48,3.5,2.84,1.28,1.25,1.32,17.03,19.39,16.68,19.79,16.89,20.07,17.56,20.9,3,3,3,2,1,11.61,12.03,13,
51370,9/26/1999,44.10.118,44.10.118,44,10118,44,10118,9,3,2,3/15/2000,109,4.79,5.22,3.65,5.69,3.35,3.55,4.16,7,3.24,2.91,1.3,1.39,1.4,14.55,16.3,14.56,19.05,15.82,18.74,14.75,19.53,3,3,3,2,1,,,,
51371,9/26/1999,83.10.075,19.10.172,83,10075,19,10172,1,1,1,3/6/2000,100,5.18,5.79,4.74,5.1,3,3.71,4.44,7.2,3.35,3.62,1.66,1.7,1.63,16.22,21.44,18.59,22.85,20.48,24.17,19.74,24.86,3,3,3,1,0,14.13,13.79,13,
51371,9/26/1999,83.10.075,19.10.172,83,10075,19,10172,1,1,2,4/6/2000,131,3.53,4.38,2.97,4.61,2.97,2.98,2.49,5.22,1.89,1.9,1.1,1.13,1.02,15.55,16.53,15.44,18.42,16.45,18.88,16.57,18.92,3,3,2,1,0,,,,
51372,9/26/1999,23.10.188,14.10.054,23,10188,14,10054,2,1,1,3/29/2000,123,4.99,5.1,3.94,4.52,3.53,3.58,3.5,6.36,2.98,2.56,1.37,1.32,1.34,15.62,18.75,16.82,20.03,16.57,19.25,16.93,20.75,3,3,3,1,0,12.91,13.99,13,
51372,9/26/1999,23.10.188,14.10.054,23,10188,14,10054,2,1,2,9/5/2000,283,3.34,4.91,4.23,4.49,2.88,3.22,3.14,6.27,3.04,3.33,1.12,1.12,1.07,16.72,17.73,16.23,20.15,16.83,18.37,14.97,19.63,3,3,3,2,0,,,,
51373,9/26/1999,33.10.083,15.10.007,33,10083,15,10007,4,1,1,3/2/2000,96,4.99,5.52,4.52,4.15,4.66,3.72,3.26,6.42,2.73,2.98,1.37,1.39,1.39,15.04,18.13,15.28,19.3,16.56,18.95,17.14,19.32,3,3,3,2,0,11.51,11.76,13,
51373,9/26/1999,33.10.083,15.10.007,33,10083,15,10007,4,1,2,3/16/2000,110,4.17,3.94,4.96,4.98,3.59,3.22,4.03,7.06,3.86,2.79,1.35,1.44,1.46,17.22,20.49,18.27,22.29,18.89,21.25,19.32,22.42,3,3,3,2,0,,,,3 add. St. fl. Gl. L
51374,9/26/1999,66.10.162,52.10.006,66,10162,52,10006,6,1,1,2/3/2000,68,5.08,5.98,4.7,4.65,1.79,3.06,2.94,5.8,2.66,2.41,1.19,1.27,1.26,16.39,18.27,15.54,18.15,16.02,19.85,16.55,17.56,3,3,3,2,0,15.02,14.87,13,
51374,9/26/1999,66.10.162,52.10.006,66,10162,52,10006,6,1,2,3/6/2000,100,3.97,5.29,4.69,5.6,3.61,3.63,4.14,7.4,3.29,3.63,1.55,1.5,1.46,16.05,18.17,16.29,20.79,16.93,19.78,17.06,22.03,3,3,3,3,0,,,,
51377,9/26/1999,71.10.196,21.10.175,71,10196,21,10175,8,1,1,3/7/2000,101,4.5,5.04,4.2,4.6,1.69,3.49,3.78,6.43,2.9,2.79,1.41,1.42,1.42,14.94,17.71,15.91,18.78,16.58,19.24,16.58,18.26,3,3,3,1,0,12.09,,13,
51377,9/26/1999,71.10.196,21.10.175,71,10196,21,10175,8,3,2,3/15/2000,109,5.38,6.77,4.55,4.94,5.19,3.48,3.84,6.81,3.21,3.06,1.54,1.46,1.47,18.49,21.79,19.28,24.5,19.99,23.66,20.17,24.17,3,3,3,2,0,,,,
51378,9/26/1999,44.10.118,44.10.118,44,10118,44,10118,9,1,1,3/17/2000,111,4.18,5.64,3.89,5.56,4.05,4.61,3.39,7.55,3.52,3.73,1.41,1.45,1.32,16.49,18.6,16.52,21.03,15.55,17.72,15.04,19.2,3,3,3,2,1,12.79,12.38,13,
51378,9/26/1999,44.10.118,44.10.118,44,10118,44,10118,9,1,2,4/3/2000,128,4.34,4.76,4.2,5.03,3.87,3.43,3.94,6.75,3.26,3.21,1.53,1.47,1.48,18.25,20.3,16.89,23.46,18.16,21.52,19.07,23.26,3,3,3,3,1,,,,
51379,9/26/1999,84.10.040,26.10.103,84,10040,26,10103,1,1,1,3/13/2000,107,5.48,5.84,4.32,4.54,4.01,3.38,3.6,6.5,3.3,2.74,1.44,1.39,1.37,17.99,21.09,18.76,21.59,18.23,21.26,18.9,21.6,3,3,3,3,0,14.6,12.85,13,
51379,9/26/1999,84.10.040,26.10.103,84,10040,26,10103,1,2,2,9/4/2000,282,4.81,6.05,4.72,4.87,5.08,3.27,3,6.46,2.76,1.83,1.33,1.45,1.37,19.03,21.01,18.23,22.51,19.81,23.34,19.88,23.84,3,3,3,2,0,,,,
51380,9/26/1999,71.10.196,76.10.197,71,10196,76,10197,8,1,1,2/25/2000,90,4.27,6.12,4.38,4.14,6.4,3.06,3.44,6.34,2.99,2.68,1.35,1.34,1.37,18.92,22.74,19.12,22.94,20.5,23.7,19.71,23.99,3,3,3,2,0,13.5,13.58,13,
51380,9/26/1999,71.10.196,76.10.197,71,10196,76,10197,8,1,2,3/27/2000,121,3.76,4.8,3.6,4.66,4.6,3.44,3.64,5.9,2.36,2.64,1.04,1.15,1.05,16.36,18.43,16.79,20.32,15.84,19.11,15.98,20,2,2,2,2,0,,,,
51381,9/26/1999,39.10.187,39.10.187,39,10187,39,10187,3,1,1,3/20/2000,114,3.99,4.47,3.53,3.81,2.84,2.63,2.76,5.69,2.12,2.09,1.08,1.15,1.02,14.35,15.53,14.26,17.77,13.75,17.15,14.08,18,3,3,3,1,1,11.58,12,13,
51381,9/26/1999,39.10.187,39.10.187,39,10187,39,10187,3,1,2,9/25/2000,303,4.29,5.67,5.38,4.26,3.61,2.84,3.56,5.93,2.38,2.2,1.16,1.17,1.15,14.59,16.49,15.56,17.79,16.33,18.66,16.21,18.98,3,3,3,1,1,,,,
51382,9/26/1999,66.10.162,55.10.002,66,10162,55,10002,6,1,1,3/8/2000,102,3.64,5.66,4.33,5.53,2.63,2.94,3.51,6.24,2.31,2.73,1.28,1.35,1.25,18.06,20.66,19.08,19.7,18.19,22.77,18.78,20.31,3,3,3,1,0,15.84,15.92,13,
51382,9/26/1999,66.10.162,55.10.002,66,10162,55,10002,6,1,2,3/23/2000,117,4.59,5.22,4.72,4.66,4.32,3.19,4.28,7.06,3.32,3.38,1.56,1.49,1.45,16.16,16.77,16.16,18.24,15.99,17.19,14.76,17.48,3,3,3,3,0,,,,
51383,9/26/1999,71.10.196,76.10.197,71,10196,76,10197,8,1,1,2/2/2000,67,2.7,3.68,2.58,4.79,3.62,2.51,2.65,4.91,1.81,2.1,1.02,1.1,0.81,14.73,15.59,14.15,13.26,13.07,15.14,13.03,12.37,3,2,2,1,0,14.08,13.88,13,
51383,9/26/1999,71.10.196,76.10.197,71,10196,76,10197,8,1,2,2/9/2000,74,5.63,6.33,4.87,4.83,4.66,3.4,3.72,6.67,3.36,3.29,1.49,1.33,1.5,16.7,19.86,17.13,20.49,19.02,22.16,18.75,20.93,3,3,3,3,0,,,,
51385,9/26/1999,7.10.061,84.10.040,7,10061,84,10040,1,1,1,2/2/2000,67,3.85,4.92,4.16,5.67,3.27,3.58,4.59,7.26,2.71,3.62,1.43,1.42,1.37,16.05,19.53,17.64,20,18.21,20.6,18.23,19.63,3,0,3,1,0,13.71,14.2,13,
51385,9/26/1999,7.10.061,84.10.040,7,10061,84,10040,1,1,2,2/16/2000,81,5.21,5.04,4.71,4.93,2.37,3.43,3.95,6.81,3.05,3.15,1.41,1.47,1.47,18.09,19.79,19.23,22.52,15.23,23.1,18.07,21.66,3,3,3,3,0,,,,
51386,9/26/1999,71.10.196,36.10.112,71,10196,36,10112,8,1,1,2/9/2000,74,3.77,4.9,3.96,5.25,3.3,3.72,2.83,6.35,2.88,3.19,1.24,1.29,1.25,16.95,18.5,17.18,18.28,15.98,20.58,16.64,18.81,2,2,2,2,0,14.58,14.98,13,
51386,9/26/1999,71.10.196,36.10.112,71,10196,36,10112,8,1,2,2/16/2000,81,4.35,4.86,4.34,3.97,2.53,3.29,3.42,6.32,2.77,2.8,1.21,1.44,1.24,15.88,17.74,16.3,19.07,16.01,19.59,15.59,19.08,3,3,2,2,0,,,,
51387,9/29/1999,69.10.034,69.10.034,69,10034,69,10034,9,1,1,3/2/2000,96,4.7,5.62,4.78,4.74,4.77,3.32,3.14,6.1,2.95,2.73,1.4,1.39,1.35,17.47,19.04,17.26,20.93,17.77,19.56,17.09,21.14,3,3,3,2,1,13.78,14.07,10,
51387,9/29/1999,69.10.034,69.10.034,69,10034,69,10034,9,1,2,3/29/2000,123,4.4,5.46,3.25,4.72,3.27,3.04,3.2,5.67,2.75,2.99,1.14,1.18,1.12,14.65,17.4,14.86,19.54,17.36,19.59,17.5,22.3,3,3,2,1,1,,,,
51388,9/26/1999,24.10.077,69.10.034,24,10077,69,10034,9,2,1,2/24/2000,89,6.31,6.79,5.21,5.7,5.37,4.73,3.27,6.89,3.06,2.9,1.55,1.44,1.52,18.78,21.11,19.36,23.63,19.19,21.68,18.88,24.04,3,3,3,4,0,12.49,14.53,13,
51388,9/26/1999,24.10.077,69.10.034,24,10077,69,10034,9,1,2,3/13/2000,107,5.55,5.96,5.43,5.41,3.15,3.96,5.29,8.15,3.37,3.41,1.72,1.64,1.72,17.19,19.25,18.3,22.52,17.67,20.27,18.83,22.55,3,3,3,2,0,,,,
51389,9/26/1999,63.10.161,39.10.187,63,10161,39,10187,3,1,1,2/9/2000,74,4.8,5.44,4.39,4.56,3.21,2.98,3.01,5.62,2.22,1.95,1.19,1.17,1.17,14.58,17.44,14.81,17.53,15.58,18.77,16.32,18.36,3,3,3,3,0,13.81,13.66,13,
51389,9/26/1999,63.10.161,39.10.187,63,10161,39,10187,3,1,2,3/2/2000,96,4.61,6.31,4.63,4.82,2.92,3.26,3.6,6.16,2.96,2.57,1.48,1.5,1.42,16.33,18.05,15.8,19.16,16.8,18.99,16.19,18.57,3,3,3,1,0,,,,
51390,9/26/1999,46.10.121,65.10.131,46,10121,65,10131,5,3,1,3/17/2000,111,4.54,4.89,3.71,4.76,3.61,3.44,3.55,6.82,3.51,3.32,1.49,1.5,1.44,17.77,19.12,17.43,21.47,19.16,22.46,19.22,22.45,3,3,3,1,0,13.75,13.83,13,
51390,9/26/1999,46.10.121,65.10.131,46,10121,65,10131,5,1,2,3/27/2000,121,4.38,4.7,4.29,3.95,3.15,3.52,3.55,6.6,3.2,3.02,1.38,1.33,1.27,13.86,15.74,14.52,17.78,15.44,17.17,15.18,19.42,3,3,3,1,0,,,,
51392,9/26/1999,69.10.034,69.10.034,69,10034,69,10034,9,1,1,3/7/2000,101,5.56,6.12,4.98,5.92,5.36,3.85,5.55,8.03,3.31,3.96,1.66,1.62,1.7,18.03,21,18.62,24.25,19.41,22.97,20.52,24.56,3,3,3,2,1,14.58,14.14,13,
51392,9/26/1999,69.10.034,69.10.034,69,10034,69,10034,9,3,2,3/9/2000,103,5.62,6.51,5.76,5.56,5.32,4.19,3.47,7.74,3.57,3.64,1.49,1.47,1.46,19.3,21.94,19.51,25.58,19.59,22.88,20.13,25.29,3,3,3,1,1,,,,
51393,9/26/1999,6.10.069,6.10.069,6,10069,6,10069,7,1,1,2/28/2000,93,4.24,5.65,3.8,4.4,4.22,3.89,5.49,8.4,3.79,3.97,1.69,1.72,1.7,18.07,19.38,19.04,23.63,17.18,24.56,18.77,24.32,3,3,3,2,1,12.69,12.3,13,1 add. St. fl. Gl. L
51393,9/26/1999,6.10.069,6.10.069,6,10069,6,10069,7,1,2,3/2/2000,96,4.79,5.03,4.09,4.98,3.76,4.32,5.21,7.84,3.41,3.96,1.66,1.58,1.5,17.71,19.74,17.33,21.81,18.37,23.05,18.98,22.41,3,3,3,2,1,,,,
51394,9/26/1999,71.10.196,71.10.196,71,10196,71,10196,8,1,1,3/1/2000,95,3.86,4.45,3.12,5.05,3.01,2.94,3.7,6.27,2.41,2.36,1.14,1.04,1.26,17.94,19.33,17.94,19.13,17.85,20.29,17.27,19.1,3,3,2,1,1,14.75,15.76,13,
51394,9/26/1999,71.10.196,71.10.196,71,10196,71,10196,8,1,2,3/9/2000,103,4.1,4.91,4.16,5.07,3.75,3,3.17,6.24,2.45,2.92,1.51,1.33,1.39,17,20.27,15.36,19.27,17.95,22.08,18.43,21.16,3,3,3,1,1,,,,
51395,9/26/1999,44.10.118,24.10.077,44,10118,24,10077,9,1,1,2/18/2000,83,4.51,6.67,5.03,4.76,5.03,3.59,4.68,8.03,4.15,3.94,1.69,1.58,1.56,18.67,21.32,18.85,24.15,18.81,23.91,18.49,23.42,3,3,3,4,0,,,,
51395,9/26/1999,44.10.118,24.10.077,44,10118,24,10077,9,1,2,2/23/2000,88,5.07,5.4,4.89,4.72,2.56,3.61,3.5,6.52,3.21,3.25,1.26,1.26,1.29,17.02,19.75,16.69,21.28,17.89,20.17,17.6,20.52,3,3,3,1,0,,,,
51396,9/26/1999,14.10.054,23.10.188,14,10054,23,10188,2,3,1,3/17/2000,111,4.79,5.83,5.32,5.7,5.26,4.1,3.91,7.83,3.47,3.96,1.52,1.53,1.56,20.91,23.81,20.88,27.04,21.7,25.95,22.41,26.43,3,3,3,3,0,14,14.57,13,
51396,9/26/1999,14.10.054,23.10.188,14,10054,23,10188,2,1,2,3/21/2000,115,4.57,4.93,3.74,4.51,5.15,3.58,3.45,6.57,3.27,3.42,1.53,1.48,1.53,19.46,22.55,19.09,25.24,19.82,22.3,17.79,23.93,3,3,3,1,0,,,,
51397,9/26/1999,55.10.002,55.10.002,55,10002,55,10002,6,1,1,2/17/2000,82,4.32,5.53,4.31,5.26,4.72,4.45,3.63,7.54,3.71,3.37,1.34,1.39,1.38,16.9,18.93,16.53,19.71,18.03,21.56,17.56,20.5,3,3,2,5,1,11.4,11.64,13,
51397,9/26/1999,55.10.002,55.10.002,55,10002,55,10002,6,1,2,3/14/2000,108,4.57,5.73,5.01,4.99,3.88,4.66,4.09,7.98,3.89,3.82,1.78,1.81,1.67,18.61,20.62,17.11,22,17.63,20.44,17.88,21.8,3,3,3,1,1,,,,
51398,9/26/1999,76.10.197,76.10.197,76,10197,76,10197,8,1,1,2/24/2000,89,5.21,6.02,4.76,4.62,2.2,3.42,4.16,6.73,3.03,3.09,1.47,1.63,1.48,17.4,18.81,16.88,21.16,16.55,21.05,16.8,20.03,3,3,3,2,1,11.66,11.87,13,
51398,9/26/1999,76.10.197,76.10.197,76,10197,76,10197,8,1,2,3/17/2000,111,5.4,5.38,3.57,5.43,3.96,3.62,4.72,7.74,3.09,3.85,1.56,1.68,1.63,15.75,17.35,16.21,20.32,16.37,18.4,16.37,19.75,3,0,3,2,1,,,,
51399,9/26/1999,71.10.196,71.10.196,71,10196,71,10196,8,1,1,3/1/2000,95,4.72,5.76,5.01,4.72,4.78,3.19,3.82,6.69,2.39,2.95,1.42,1.59,1.45,16.57,19.07,17.59,21.27,18.21,21.59,19.38,19.38,2,3,3,1,1,14.89,14.55,13,
51399,9/26/1999,71.10.196,71.10.196,71,10196,71,10196,8,3,2,3/14/2000,108,4.25,5.68,5.2,5.63,4.56,3.82,3.64,7.29,2.54,3.13,1.55,1.63,1.53,18.32,20.67,17.89,22.44,19.97,22.51,20.1,22.92,3,2,3,1,1,,,,
51400,9/26/1999,44.10.118,24.10.077,44,10118,24,10077,9,2,1,9/13/2000,291,3.85,5.33,4.01,4.44,2.82,3.05,2.99,6.02,2.58,2.63,1.18,1.24,1.18,16.05,17.99,16.04,21.06,16.82,19.27,16.81,21.98,3,3,3,1,0,12.86,12.86,13,
51400,9/26/1999,44.10.118,24.10.077,44,10118,24,10077,9,3,2,9/26/2000,304,4.1,4.91,4.05,5.23,1.81,3.54,3.93,6.64,2.91,3.31,1.29,1.32,1.23,16.23,16.86,15.88,19.69,16.53,18.6,17.47,20.35,3,2,3,1,0,,,,
51401,9/28/1999,47.10.137,56.10.191,47,10137,56,10191,7,2,1,3/20/2000,114,4.03,5.8,4.73,3.76,5.6,3.28,3.36,6.48,2.63,3.23,1.31,1.32,1.21,17.99,20.88,18.37,22.44,19.48,22.69,18.65,23.23,3,3,3,1,0,12.99,13.01,11,
51401,9/28/1999,47.10.137,56.10.191,47,10137,56,10191,7,3,2,3/20/2000,114,4.8,6.02,4.78,5.24,3.82,3.62,3.46,6.72,2.83,2.96,1.5,1.44,1.42,17.75,21.98,19.11,24.2,19.98,22.47,19.39,23.54,3,3,3,1,0,,,,
51402,9/28/1999,69.10.034,5.10.207,69,10034,5,10207,9,1,1,1/25/2000,59,3.49,4.07,3.6,4.82,3.7,4.51,3.81,7.06,2.8,2.67,1.27,1.25,1.23,15.59,17.81,14.55,18.9,16.4,18.4,16.03,17.85,2,3,2,2,0,14.68,13.94,11,
51402,9/28/1999,69.10.034,5.10.207,69,10034,5,10207,9,1,2,3/5/2000,99,5.47,6.08,4.96,4.78,3.26,3.97,4.52,7.45,3.3,3.47,1.63,1.67,1.68,17.33,19.84,17.37,23.32,18.8,22.7,19.01,23.79,3,3,3,2,0,,,,
51403,9/28/1999,55.10.002,52.10.006,55,10002,52,10006,6,1,1,2/1/2000,66,4.48,4.78,4.39,5.24,4.16,4,3.32,6.62,2.93,2.62,1.3,1.33,1.23,15.41,17.12,15.78,17.89,15.63,18.61,15.73,17.53,3,3,3,1,0,15.54,15.48,11,
51403,9/28/1999,55.10.002,52.10.006,55,10002,52,10006,6,1,2,2/7/2000,72,5.67,6.23,4.41,4.76,3.88,3.3,3.28,6.4,2.86,2.91,1.34,1.38,1.37,15.08,17.49,15.5,18.5,15.66,18.78,16.07,18.29,3,3,3,1,0,,,,
51404,9/28/1999,26.10.103,7.10.061,26,10103,7,10061,1,1,1,1/21/2000,55,4.47,6.1,3.94,4.95,4.12,3.96,3.53,7.09,3.09,2.74,1.43,1.56,1.46,18.81,20.3,16.06,21.71,20.28,23.11,19.87,21.69,3,3,3,1,0,14.98,15.22,11,
51404,9/28/1999,26.10.103,7.10.061,26,10103,7,10061,1,1,2,2/9/2000,74,4.63,5.97,4.04,4.63,4.62,3.99,5.4,8.14,3.32,3.32,1.45,1.37,1.44,19.12,21.56,19.07,23.9,20.27,23.99,19.75,25.19,3,3,2,2,0,,,,
51405,9/28/1999,55.10.002,52.10.006,55,10002,52,10006,6,1,1,1/19/2000,53,3.81,4.52,4.18,3.83,2.6,2.89,2.82,5.73,2.34,1.72,1.13,1.08,1.16,14.03,11.92,12.81,17.07,12.75,7.38,11.66,15.93,3,3,3,2,0,16.07,15.43,11,
51405,9/28/1999,55.10.002,52.10.006,55,10002,52,10006,6,1,2,1/25/2000,59,4.56,5.47,4.78,4.48,2.1,3.08,3.48,6.29,3.09,2.95,1.34,1.27,1.25,16.38,17.74,15.13,19.56,16.71,19.86,16.15,19.73,3,3,3,1,0,,,,
51407,9/28/1999,84.10.040,7.10.061,84,10040,7,10061,1,1,1,3/7/2000,101,4.61,4.6,4.43,4.59,2.8,3.09,2.92,5.86,2.06,3.1,1.24,1.22,1.3,15.27,16.18,14.5,20.79,16.64,18.86,16.48,20.54,3,3,1,2,0,14.69,14.11,11,
51407,9/28/1999,84.10.040,7.10.061,84,10040,7,10061,1,2,2,3/8/2000,102,3.26,4.29,3.22,4.65,4.15,3.12,3.25,5.79,2.5,2.69,1.06,1.1,1.06,18.01,18.91,17.54,20.99,17.58,20.19,18.16,20.1,3,3,3,1,0,,,,
51408,9/28/1999,73.10.037,57.10.028,73,10037,57,10028,6,1,1,9/12/2000,290,3.64,4.83,4.38,3.77,2.65,3.34,3.23,6.05,2.16,2.47,1,1.11,1.03,15.16,16.43,14.75,18.56,16.14,18.34,15.41,20.82,2,3,3,1,0,13.51,13.17,11,
51409,9/29/1999,33.10.083,82.10.133,33,10083,82,10133,4,2,1,1/19/2000,53,4.27,5.43,4.4,4.07,3.66,2.93,3.16,5.71,2.75,2.82,1.31,1.29,1.35,18.16,19.86,18.02,21.35,17.64,21.66,17.44,21.89,3,3,3,2,0,14.29,14.49,10,
51409,9/29/1999,33.10.083,82.10.133,33,10083,82,10133,4,1,2,1/19/2000,53,4.72,6.19,4.86,3.87,2.62,3.24,3.48,6.42,2.87,2.89,1.47,1.6,1.43,16.77,19.8,17.97,21.54,17.6,21.07,17.16,21.25,3,3,3,2,0,,,,
51410,9/29/1999,13.10.170,9.10.165,13,10170,9,10165,3,1,1,2/1/2000,66,3.19,4.24,3.36,4.19,2.59,3.6,3.57,6.47,2.46,2.49,1.25,1.25,1.2,13.36,16.34,14.55,15.28,13.97,15.75,13.85,13.38,2,3,2,3,0,12.54,11.9,10,
51410,9/29/1999,13.10.170,9.10.165,13,10170,9,10165,3,3,2,2/18/2000,83,4.2,6.43,4.66,5.09,3.51,3.91,4.32,7.39,3.49,2.98,1.23,1.23,1.34,17.61,20.39,17.82,22.06,18.18,22.45,19.45,21.73,3,3,3,1,0,,,,
51411,9/29/1999,13.10.170,9.10.165,13,10170,9,10165,3,1,1,2/17/2000,82,5.52,6.47,4.77,5.13,4.72,5.04,3.91,7.6,3.63,3.83,1.64,1.71,1.73,18.73,23.73,19.92,23.62,21,26.98,22.57,27.63,2,3,3,4,0,12.42,12.76,10,
51411,9/29/1999,13.10.170,9.10.165,13,10170,9,10165,3,1,2,3/21/2000,115,5.52,5.66,5.15,6.12,1.99,3.71,3.72,6.98,2.97,3.27,1.47,1.62,1.44,15.83,19.7,16.91,21.15,17.11,20.17,16.79,20.6,3,3,3,1,0,,,,
51412,9/29/1999,24.10.077,24.10.077,24,10077,24,10077,9,1,1,1/28/2000,62,4.29,6.28,4.05,4.05,5.6,2.92,3.36,6.21,2.28,2.41,1.62,1.53,1.6,18.21,22.62,19.94,22.99,21.23,23.81,21.22,23.74,3,3,3,2,1,14.54,14.9,10,
51412,9/29/1999,24.10.077,24.10.077,24,10077,24,10077,9,1,2,3/9/2000,103,6.5,6.92,5.58,5.34,5.44,4.3,4.38,8.69,3.62,3.61,1.86,1.84,1.9,21,23.76,20.88,27.48,22.32,24.75,21.43,27.38,3,3,3,4,1,,,,1 add. St. fl. Gl. R
51414,9/29/1999,81.10.142,74.10.046,81,10142,74,10046,10,1,1,4/26/2000,151,4.4,4.69,3.83,4.1,5.02,3.42,3.56,6.67,2.67,2.88,1.25,1.25,1.24,16.44,19.9,16.8,20.23,18.33,21.7,18.65,22.47,3,3,3,2,0,16.84,16,8,
51414,9/29/1999,81.10.142,74.10.046,81,10142,74,10046,10,1,2,5/28/2000,183,4.23,5.86,3.95,5.21,3.53,3.5,3.49,6.55,2.24,2.85,1.41,1.33,1.42,19.71,22.22,18.13,24.62,20.75,23.92,19.71,24.77,3,3,3,2,0,,,,
51415,9/29/1999,25.10.081,72.10.141,25,10081,72,10141,10,1,1,2/17/2000,82,3.6,5.1,3.73,4.76,3.79,3.2,4.49,6.95,2.99,2.95,1.26,1.27,1.28,15.73,19.05,18.18,20.69,17.56,20.5,17.6,19.48,3,3,3,2,0,15.65,15.64,8,
51415,9/29/1999,25.10.081,72.10.141,25,10081,72,10141,10,3,2,2/17/2000,82,5.42,7.22,5.39,4.73,6.05,3.43,3.99,7.1,2.86,3.31,1.46,1.35,1.44,20.59,22.95,20.02,26.43,22.49,26.72,22.74,27.48,3,3,3,3,0,,,,
51416,9/29/1999,34.10.109,3.10.116,34,10109,3,10116,11,1,1,2/28/2000,93,4.43,4.68,3.85,4.32,2.28,4.15,4.99,8.27,3.15,3.31,1.55,1.57,1.56,19.37,21.53,19.23,22.83,19.53,23.86,20.19,23.73,2,2,2,1,0,14.23,13.92,8,
51416,9/29/1999,34.10.109,3.10.116,34,10109,3,10116,11,3,2,3/15/2000,109,4.36,6.09,5.28,4.91,3.59,5.05,4.74,8.53,3.13,3.19,1.87,1.69,1.7,18.36,22.42,19.51,24.01,20.97,24.4,20.7,25.1,2,3,2,2,0,,,,
51417,9/29/1999,10.10.052,10.10.052,10,10052,10,10052,12,1,1,3/13/2000,107,5.42,6.21,4.2,4.73,3.32,4.66,3.5,7.24,3.36,3.09,1.55,1.6,1.55,15.38,17.81,16.24,20.52,16.64,19.47,16.7,21.07,3,3,3,1,1,15.34,15.75,8,
51417,9/29/1999,10.10.052,10.10.052,10,10052,10,10052,12,1,2,3/14/2000,108,5.12,5.75,4.82,4.59,1.51,3.3,3.7,6.28,3,2.85,1.56,1.58,1.53,15.81,16.93,16.13,19.36,17.3,19.36,17.08,19.75,3,3,3,1,1,,,,
51418,9/29/1999,11.10.143,62.10.127,11,10143,62,10127,12,1,1,2/23/2000,88,4.8,4.59,4.6,5.09,4.13,3.2,3.19,6.39,2.22,2.16,1.45,1.34,1.3,18.11,22.01,19.57,21.58,19.18,22.7,19.03,23.25,3,3,3,2,0,22.75,22.14,8,
51418,9/29/1999,11.10.143,62.10.127,11,10143,62,10127,12,1,2,2/25/2000,90,3.96,5.28,3.88,4.53,4.32,3.47,4.3,7.44,3.68,3.64,1.39,1.52,1.38,19.47,20.93,18.99,23.16,18.73,23.19,18.4,22.71,3,3,3,2,0,,,,
51419,9/29/1999,48.10.064,31.10.107,48,10064,31,10107,12,2,1,2/17/2000,82,3.83,4.13,3.29,4.46,3.71,3.29,3.51,6.53,3.06,3.32,1.06,1.19,1.23,16.53,19.7,17.57,20.74,18.91,21.99,18.56,22.19,3,0,3,2,0,20.71,21.72,8,
51419,9/29/1999,48.10.064,31.10.107,48,10064,31,10107,12,1,2,3/5/2000,99,4.61,5.15,4.32,5.05,3.05,3.32,3.54,6.7,3.16,2.81,1.4,1.43,1.38,17.34,19.55,17.7,21.39,18.21,21.27,18.57,23.76,3,3,3,1,0,,,,
51420,9/29/1999,72.10.141,74.10.046,72,10141,74,10046,10,2,1,3/21/2000,115,4.91,5.2,5.17,5.5,3.32,3.5,4.19,6.91,3.03,3.3,1.4,1.44,1.4,19.78,21.47,18.11,24.84,20.58,23.34,19.45,25.52,3,3,3,1,0,15.15,13.61,8,1 add. St. fl. Gl. R
